CNPJ_Emissora,Codigo_Identificacao_Certificado,Companhia_Emissora,Tipo_Lastro,Detalhamento_Lastro,Numero_Emissao,Nome_Emissao,Data_Emissao,_tipo_certificado
12.130.744/0001-00,BRAPCSCRIC67,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,1.0,1ª Emissão,2022-03-18,CRI
12.130.744/0001-00,BRAPCSCRIC83,True Securitizadora S.A.,Título de Dívida,CCI - CCI,1.0,1ª Emissão,2022-03-23,CRI
12.130.744/0001-00,BRAPCSCRICD0,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,2.0,2ª Emissão,2022-06-15,CRI
12.130.744/0001-00,BRAPCSCRICE8,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,3.0,3ª Emissão,2022-06-15,CRI
12.130.744/0001-00,BRAPCSCRICF5,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,1.0,1ª Emissão,2022-04-05,CRI
12.130.744/0001-00,BRAPCSCRICG3,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,11.0,11ª Emissão,2022-04-14,CRI
12.130.744/0001-00,BRAPCSCRICH1,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,1.0,1ª Emissão,2022-04-20,CRI
12.130.744/0001-00,BRAPCSCRICI9,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,17.0,17ª Emissão,2022-04-22,CRI
12.130.744/0001-00,BRAPCSCRICK5,True Securitizadora S.A.,Título de Dívida,CCI - Compra e Venda,23.0,23ª Emissão - CRI,2022-05-04,CRI
12.130.744/0001-00,BRAPCSCRICM1,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,19.0,19ª Emissão,2022-05-15,CRI
12.130.744/0001-00,BRAPCSCRICN9,True Securitizadora S.A.,Título de Dívida,CCI - Outros,9.0,9ª Emissão,2022-05-04,CRI
12.130.744/0001-00,BRAPCSCRICO7,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,7.0,7ª Emissão,2022-05-18,CRI
12.130.744/0001-00,BRAPCSCRICQ2,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,15.0,15ª Emissão,2022-05-17,CRI
12.130.744/0001-00,BRAPCSCRICR0,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,31.0,CRI 31ª Emissão Série Única,2022-06-29,CRI
12.130.744/0001-00,BRAPCSCRICS8,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,32.0,32ª Emissão de CRI,2022-09-09,CRI
12.130.744/0001-00,BRAPCSCRICU4,True Securitizadora S.A.,Créditos,CCI - Debênture,4.0,4ª Emissão de CRI,2023-07-04,CRI
12.130.744/0001-00,BRAPCSCRICW0,True Securitizadora S.A.,Título de Dívida,CCI - Compra e Venda,27.0,27ª Emissão CRI,2022-06-06,CRI
12.130.744/0001-00,BRAPCSCRICX8,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,20.0,CRI 20ª Emissão,2022-06-10,CRI
12.130.744/0001-00,BRAPCSCRICY6,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,10.0,10ª Emissão,2022-06-15,CRI
12.130.744/0001-00,BRAPCSCRID09,True Securitizadora S.A.,Título de Dívida,Locação,38.0,38ª Emissão,2022-06-17,CRI
12.130.744/0001-00,BRAPCSCRID33,True Securitizadora S.A.,Título de Dívida,CCI - Compra e Venda,55.0,55ª Emissão - CRI,2022-06-29,CRI
12.130.744/0001-00,BRAPCSCRID41,True Securitizadora S.A.,Título de Dívida,CCI - Compra e Venda,18.0,CRI - 18ª Emissão,2022-06-23,CRI
12.130.744/0001-00,BRAPCSCRID58,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,34.0,34ª Emissão,2022-06-15,CRI
12.130.744/0001-00,BRAPCSCRID90,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,50.0,50ª Emissão,2022-09-15,CRI
12.130.744/0001-00,BRAPCSCRIDA4,True Securitizadora S.A.,Título de Dívida,CCI - Compra e Venda,6.0,6ª Emissão,2022-06-29,CRI
12.130.744/0001-00,BRAPCSCRIDC0,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,40.0,40ª Emissão,2022-08-19,CRI
12.130.744/0001-00,BRAPCSCRIDD8,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,53.0,53ª Emissão,2022-07-01,CRI
12.130.744/0001-00,BRAPCSCRIDX6,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,37.0,37ª Emissão,2022-07-06,CRI
12.130.744/0001-00,BRAPCSCRIDY4,True Securitizadora S.A.,Título de Dívida,"CCI - CCI, CCI - Debênture",49.0,49ª Emissão,2022-08-01,CRI
12.130.744/0001-00,BRAPCSCRIE16,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,33.0,33ª Emissão - CRI,2022-07-08,CRI
12.130.744/0001-00,BRAPCSCRIE57,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,59.0,59ª Emissão,2022-08-10,CRI
12.130.744/0001-00,BRAPCSCRIEA2,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,54.0,54ª Emissão CRI,2022-08-15,CRI
12.130.744/0001-00,BRAPCSCRIEF1,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,67.0,67ª Emissão,2022-08-15,CRI
12.130.744/0001-00,BRAPCSCRIEG9,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,68.0,CRI 68ªE,2022-08-19,CRI
12.130.744/0001-00,BRAPCSCRIEI5,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,72.0,72ª Emissão,2022-09-15,CRI
12.130.744/0001-00,BRAPCSCRIEL9,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,76.0,CRI 76ªE,2022-08-16,CRI
12.130.744/0001-00,BRAPCSCRIEM7,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,52.0,52ª Emissão de CRI,2022-08-15,CRI
12.130.744/0001-00,BRAPCSCRIEO3,True Securitizadora S.A.,Créditos,CCI - Debênture,57.0,CRI - 57ªE 1ªS,2022-08-15,CRI
12.130.744/0001-00,BRAPCSCRIES4,True Securitizadora S.A.,Créditos,CCI - Debênture,56.0,CRI - 56ªE 1ªS,2022-08-15,CRI
12.130.744/0001-00,BRAPCSCRIET2,True Securitizadora S.A.,Título de Dívida,CCI - CCI,83.0,83ª Emissão de CRI,2022-08-24,CRI
12.130.744/0001-00,BRAPCSCRIEU0,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,24.0,CRI 24ªE,2022-09-02,CRI
12.130.744/0001-00,BRAPCSCRIEY2,True Securitizadora S.A.,Créditos,CCI - Debênture,45.0,CRI - 45ªE 1ªS,2022-10-04,CRI
12.130.744/0001-00,BRAPCSCRIEZ9,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,75.0,75ª Emissão,2022-09-15,CRI
12.130.744/0001-00,BRAPCSCRIF15,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,88.0,88ª EMISSÃO,2022-09-06,CRI
12.130.744/0001-00,BRAPCSCRIF31,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,85.0,85ª Emissão de CRI,2022-10-14,CRI
12.130.744/0001-00,BRAPCSCRIF72,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,44.0,44ª Emissão - CRI,2022-09-15,CRI
12.130.744/0001-00,BRAPCSCRIFH4,True Securitizadora S.A.,Título de Dívida,CCI - CCI,61.0,61ª Emissão,2022-09-13,CRI
12.130.744/0001-00,BRAPCSCRIFK8,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,77.0,CRI 77ª Emissão,2022-09-22,CRI
12.130.744/0001-00,BRAPCSCRIFL6,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,98.0,98ª Emissão,2022-09-29,CRI
12.130.744/0001-00,BRAPCSCRIFN2,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,97.0,97ª Emissão - CRI,2022-10-11,CRI
12.130.744/0001-00,BRAPCSCRIFO0,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,71.0,71ª Emissão - CRI,2022-09-30,CRI
12.130.744/0001-00,BRAPCSCRIFP7,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,80.0,80ª Emissão,2022-10-26,CRI
12.130.744/0001-00,BRAPCSCRIFQ5,True Securitizadora S.A.,Créditos,CCI - Debênture,42.0,42ª Emissão (CRI),2022-11-10,CRI
12.130.744/0001-00,BRAPCSCRIFR3,True Securitizadora S.A.,Título de Dívida,CCI - Cédula de Crédito Bancário,64.0,64ª Emissão - CRI,2022-11-07,CRI
12.130.744/0001-00,BRAPCSCRIFS1,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,74.0,74ª Emissão,2022-11-01,CRI
12.130.744/0001-00,BRAPCSCRIFT9,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,87.0,87ªE - CRI,2022-11-08,CRI
12.130.744/0001-00,BRAPCSCRIFU7,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,93.0,93ª Emissão,2022-11-16,CRI
12.130.744/0001-00,BRAPCSCRIFW3,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,102.0,102ª Emissão,2022-11-21,CRI
12.130.744/0001-00,BRAPCSCRIFY9,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,84.0,84ª EMISSÃO,2022-11-25,CRI
12.130.744/0001-00,BRAPCSCRIFZ6,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,81.0,81ª Emissão,2022-11-23,CRI
12.130.744/0001-00,BRAPCSCRIG06,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,58.0,CRI 58ªE,2022-12-05,CRI
12.130.744/0001-00,BRAPCSCRIG14,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,89.0,89ª Emissão,2022-11-23,CRI
12.130.744/0001-00,BRAPCSCRIG22,True Securitizadora S.A.,Título de Dívida,CCI - Cédula de Crédito Bancário,70.0,70ª Emissão,2022-12-09,CRI
12.130.744/0001-00,BRAPCSCRIG48,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,92.0,CRI 92ª Emissão,2022-12-12,CRI
12.130.744/0001-00,BRAPCSCRIG55,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,107.0,107ª Emissão,2022-12-15,CRI
12.130.744/0001-00,BRAPCSCRIG63,True Securitizadora S.A.,Créditos,CCI - CCI,108.0,108ª Emissão - CRI,2022-12-20,CRI
12.130.744/0001-00,BRAPCSCRIG89,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,62.0,62ª Emissão de CRI,2022-12-21,CRI
12.130.744/0001-00,BRAPCSCRIGA7,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,118.0,CRI 118ª Emissão,2022-12-23,CRI
12.130.744/0001-00,BRAPCSCRIGB5,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,117.0,117ª Emissão CRI,2022-12-28,CRI
12.130.744/0001-00,BRAPCSCRIGD1,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,99.0,99ª EMISSÃO,2022-12-29,CRI
12.130.744/0001-00,BRAPCSCRIGE9,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,111.0,CRI 111ªE,2022-12-29,CRI
12.130.744/0001-00,BRAPCSCRIGF6,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,104.0,104ª Emissão - CRI,2022-11-16,CRI
12.130.744/0001-00,BRAPCSCRIGG4,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,91.0,91ª Emissão,2022-12-21,CRI
12.130.744/0001-00,BRAPCSCRIGK6,True Securitizadora S.A.,Créditos,CCI - CCI,116.0,116ª Emissão - CRI,2023-01-25,CRI
12.130.744/0001-00,BRAPCSCRIGN0,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,128.0,128ª Emissão - CRI,2023-02-14,CRI
12.130.744/0001-00,BRAPCSCRIGO8,True Securitizadora S.A.,Créditos,CCI - CCI,127.0,CRI 127ªE,2023-01-23,CRI
12.130.744/0001-00,BRAPCSCRIGR1,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,134.0,134ªE - 1ªS (Direcional),2023-02-16,CRI
12.130.744/0001-00,BRAPCSCRIGT7,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,122.0,122ª Emissão CRI,2023-02-15,CRI
12.130.744/0001-00,BRAPCSCRIGV3,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,142.0,142ª Emissão de CRI,2023-02-15,CRI
12.130.744/0001-00,BRAPCSCRIGX9,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,126.0,126ª EMISSÃO,2023-03-31,CRI
12.130.744/0001-00,BRAPCSCRIGZ4,True Securitizadora S.A.,Créditos,CCI - Outros,137.0,137ª Emissão de CRI,2023-08-30,CRI
12.130.744/0001-00,BRAPCSCRIH13,True Securitizadora S.A.,Título de Dívida,CCI - Financiamento Imobiliário,130.0,130ª Emissão,2023-04-17,CRI
12.130.744/0001-00,BRAPCSCRIH39,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,145.0,145ª Emissão,2023-03-17,CRI
12.130.744/0001-00,BRAPCSCRIH47,True Securitização S.A,Créditos,CCI - Compra e Venda,136.0,136ª Emissão,2023-03-15,CRI
12.130.744/0001-00,BRAPCSCRIH62,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,105.0,105ª Emissão de CRI,2023-04-17,CRI
12.130.744/0001-00,BRAPCSCRIH70,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,154.0,154ª Emissão,2023-03-31,CRI
12.130.744/0001-00,BRAPCSCRIH96,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,153.0,153ª Emissão,2023-03-31,CRI
12.130.744/0001-00,BRAPCSCRIHB3,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,121.0,121ª Emissão,2023-03-29,CRI
12.130.744/0001-00,BRAPCSCRIHC1,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,138.0,138ª Emissão,2023-03-30,CRI
12.130.744/0001-00,BRAPCSCRIHD9,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,155.0,CRI 155ª Emissão,2023-04-03,CRI
12.130.744/0001-00,BRAPCSCRIHG2,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,152.0,152ª Emissão de CRI,2023-04-04,CRI
12.130.744/0001-00,BRAPCSCRIHI8,True Securitizadora S.A.,Créditos,CCI - CCI,146.0,CRI 146ª Emissão,2023-03-20,CRI
12.130.744/0001-00,BRAPCSCRIHN8,True Securitizadora S.A.,Título de Dívida,CCI - Cédula de Crédito Bancário,156.0,156ª Emissão,2023-04-28,CRI
12.130.744/0001-00,BRAPCSCRIHP3,True Securitizadora S.A.,Créditos,CCI - CCI,165.0,CRI 165ª Emissão,2023-05-11,CRI
12.130.744/0001-00,BRAPCSCRIHS7,True Securitizadora S.A.,Créditos,CCI - Híbrido,123.0,CRI 123ª Emissão,2023-05-09,CRI
12.130.744/0001-00,BRAPCSCRIHX7,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,171.0,171ª Emissão,2023-06-12,CRI
12.130.744/0001-00,BRAPCSCRII04,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,161.0,161ª Emissão,2023-06-30,CRI
12.130.744/0001-00,BRAPCSCRII38,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,151.0,CRI 151ª Emissão,2023-06-15,CRI
12.130.744/0001-00,BRAPCSCRII53,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,157.0,157ª Emissão de CRI,2023-06-15,CRI
12.130.744/0001-00,BRAPCSCRII79,True Securitizadora S.A.,Créditos,CCI - Debênture,163.0,163ª Emissão CRI,2023-07-15,CRI
12.130.744/0001-00,BRAPCSCRII95,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,167.0,167ª Emissão de CRI,2023-06-26,CRI
12.130.744/0001-00,BRAPCSCRIIA3,True Securitizadora S.A.,Créditos,CCI - CCI,177.0,177ª Emissão de CRI,2023-06-09,CRI
12.130.744/0001-00,BRAPCSCRIIC9,True Securitizadora S.A.,Créditos,CCI - CCI,150.0,150ª Emissão de CRI,2023-05-26,CRI
12.130.744/0001-00,BRAPCSCRIIE5,True Securitizadora S.A.,Créditos,CCI - Outros,176.0,176ª Emissão de CRI,2023-06-15,CRI
12.130.744/0001-00,BRAPCSCRIIK2,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,178.0,178ª Emissão de CRI,2023-06-29,CRI
12.130.744/0001-00,BRAPCSCRIIO4,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,189.0,189ª Emissão de CRI,2023-06-30,CRI
12.130.744/0001-00,BRAPCSCRIIQ9,True Securitizadora S.A.,Créditos,CCI - Debênture,199.0,199ª Emissão de CRI,2023-06-28,CRI
12.130.744/0001-00,BRAPCSCRIIR7,True Securitizadora S.A.,Título de Dívida,CCI - Híbrido,192.0,192ª Emissão de CRI,2023-07-15,CRI
12.130.744/0001-00,BRAPCSCRIIU1,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,196.0,196ª Emissão de CRI,2023-06-23,CRI
12.130.744/0001-00,BRAPCSCRIIV9,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,198.0,198ª Emissão de CRI,2023-06-23,CRI
12.130.744/0001-00,BRAPCSCRIIW7,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,197.0,197ª Emissão de CRI,2023-06-23,CRI
12.130.744/0001-00,BRAPCSCRIIX5,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,174.0,174ª Emissão de CRI,2023-06-23,CRI
12.130.744/0001-00,BRAPCSCRIIY3,True Securitizadora S.A.,Créditos,CCI - Outros,188.0,188ª Emissão de CRI,2023-07-28,CRI
12.130.744/0001-00,BRAPCSCRIIZ0,True Securitizadora S.A.,Créditos,,181.0,181ª Emissão de CRI,2023-06-27,CRI
12.130.744/0001-00,BRAPCSCRIJ45,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,191.0,191ª Emissão CRI,2023-07-21,CRI
12.130.744/0001-00,BRAPCSCRIJ52,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,164.0,164ª Emissão CRI,2023-07-21,CRI
12.130.744/0001-00,BRAPCSCRIJ78,True Securitizadora S.A.,Título de Dívida,CCI - Nota Comercial,200.0,200ª Emissão de CRI,2023-07-14,CRI
12.130.744/0001-00,BRAPCSCRIJ86,True Securitizadora S.A.,Créditos,CCI - Híbrido,183.0,183ª Emissão de CRI,2023-07-19,CRI
12.130.744/0001-00,BRAPCSCRIJ94,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,195.0,195ª Emissão de CRI,2023-07-26,CRI
12.130.744/0001-00,BRAPCSCRIJA1,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,187.0,187ª Emissão de CRI,2023-07-28,CRI
12.130.744/0001-00,BRAPCSCRIJB9,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,175.0,175ª Emissão de CRI,2023-07-20,CRI
12.130.744/0001-00,BRAPCSCRIJE3,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,194.0,"CRI 194ª Emissão, série única",2023-08-01,CRI
12.130.744/0001-00,BRAPCSCRIJF0,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,186.0,186ª Emissão,2023-08-30,CRI
12.130.744/0001-00,BRAPCSCRIJH6,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,179.0,179ª Emissão de CRI,2023-08-15,CRI
12.130.744/0001-00,BRAPCSCRIJI4,True Securitizadora S.A.,Créditos,CCI - CCI,208.0,208ª Emissão de CRI,2023-09-15,CRI
12.130.744/0001-00,BRAPCSCRIJL8,True Securitizadora S.A.,Créditos,CCI - Híbrido,193.0,193ª Emissão de CRI,2023-08-18,CRI
12.130.744/0001-00,BRAPCSCRIJM6,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,205.0,205ª Emissão de CRI,2023-08-28,CRI
12.130.744/0001-00,BRAPCSCRIJN4,True Securitizadora S.A.,Créditos,CCI - Híbrido,206.0,206ª Emissão de CRI,2023-09-15,CRI
12.130.744/0001-00,BRAPCSCRIJP9,True Securitizadora S.A.,Créditos,CCI - CCI,113.0,113ª Emissão de CRI,2023-09-01,CRI
12.130.744/0001-00,BRAPCSCRIJQ7,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,173.0,173ª Emissão de CRI,2023-09-20,CRI
12.130.744/0001-00,BRAPCSCRIJR5,True Securitizadora S.A.,Créditos,CCI - Compra e Venda,223.0,223ª Emissão de CRI,2023-09-29,CRI
12.130.744/0001-00,BRAPCSCRIJY1,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,214.0,214ª Emissão de CRI,2023-09-21,CRI
12.130.744/0001-00,BRAPCSCRIK00,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,224.0,224ª Emissão de CRI,2023-09-21,CRI
12.130.744/0001-00,BRAPCSCRIK26,True Securitizadora S.A.,Créditos,,219.0,219ª Emissão de CRI,2023-09-25,CRI
12.130.744/0001-00,BRAPCSCRIK34,True Securitizadora S.A.,Créditos,,210.0,210ª Emissão de CRI,2023-09-29,CRI
12.130.744/0001-00,BRAPCSCRIK75,True Securitizadora S.A.,Créditos,CCI - Debênture,225.0,225ª Emissão de CRI,2023-10-03,CRI
12.130.744/0001-00,BRAPCSCRIK83,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,217.0,217ª Emissão de CRI,2023-10-06,CRI
12.130.744/0001-00,BRAPCSCRIKA9,True Securitizadora S.A.,Créditos,,235.0,235ª Emissão de CRI,2023-11-22,CRI
12.130.744/0001-00,BRAPCSCRIKB7,True Securitizadora S.A.,Título de Dívida,CCI - CCI,212.0,212ª Emissão de CRI,2023-10-16,CRI
12.130.744/0001-00,BRAPCSCRIKD3,True Securitizadora S.A.,Créditos,CCI - Debênture,232.0,232ª Emissão de CRI,2023-10-16,CRI
12.130.744/0001-00,BRAPCSCRIKH4,True Securitizadora S.A.,Título de Dívida,CCI - CCI,211.0,211ª Emissão de CRI,2023-10-11,CRI
12.130.744/0001-00,BRAPCSCRIKK8,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,222.0,222ª Emissão de CRI,2023-10-25,CRI
12.130.744/0001-00,BRAPCSCRIKL6,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,234.0,234ª Emissão de CRI,2023-10-18,CRI
12.130.744/0001-00,BRAPCSCRIKM4,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,140.0,140ª Emissão de CRI,2023-10-13,CRI
12.130.744/0001-00,BRAPCSCRIKS1,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,243.0,243ª Emissão de CRI,2023-10-11,CRI
12.130.744/0001-00,BRAPCSCRIKV5,True Securitizadora S.A.,Créditos,CCI - Debênture,241.0,241ª Emissão de CRI,2023-11-15,CRI
12.130.744/0001-00,BRAPCSCRIKY9,True Securitizadora S.A.,Créditos,CCI - Debênture,226.0,226ª Emissão de CRI,2023-12-15,CRI
12.130.744/0001-00,BRAPCSCRIL09,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,170.0,170ª Emissão de CRI,2023-11-10,CRI
12.130.744/0001-00,BRAPCSCRIL33,True Securitizadora S.A.,Créditos,CCI - Debênture,236.0,236ª Emissão de CRI,2023-12-08,CRI
12.130.744/0001-00,BRAPCSCRIL58,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,233.0,233ª Emissão de CRI,2023-11-03,CRI
12.130.744/0001-00,BRAPCSCRIL74,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,249.0,249ª Emissão de CRI,2023-12-15,CRI
12.130.744/0001-00,BRAPCSCRILC3,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,242.0,242ª Emissão de CRI,2023-11-16,CRI
12.130.744/0001-00,BRAPCSCRILG4,True Securitizadora S.A.,Título de Dívida,CCI - Debênture,247.0,247ª Emissão de CRI,2023-11-09,CRI
12.130.744/0001-00,BRAPCSCRILH2,True Securitizadora S.A.,Créditos,CCI - Cédula de Crédito Bancário,239.0,239ª Emissão de CRI,2023-11-20,CRI
12.130.744/0001-00,BRAPCSCRILI0,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,213.0,213ª Emissão de CRI,2023-11-20,CRI
12.130.744/0001-00,BRAPCSCRILJ8,True Securitizadora S.A.,Créditos,CCI - Debênture,240.0,240ª Emissão de CRI,2023-11-24,CRI
12.130.744/0001-00,BRAPCSCRILK6,True Securitizadora S.A.,Créditos,"CCI - Cédula de Crédito Bancário, CCI - Nota Comercial",258.0,258ª Emissão de CRI,2023-12-04,CRI
12.130.744/0001-00,BRAPCSCRILP5,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,256.0,256ª Emissão de CRI,2023-12-19,CRI
12.130.744/0001-00,BRAPCSCRILQ3,True Securitizadora S.A.,Créditos,CCI - Nota Comercial,244.0,244ª Emissão de CRI,2023-11-30,CRI
12.130.744/0001-00,BRAPCSCRILR1,True Securitização S.A,Título de Dívida,Notas Comerciais,260.0,260ª Emissão,2023-12-04,CRI
12.130.744/0001-00,BRAPCSCRILW1,True Securitizadora S.A.,Créditos,CCI - Híbrido,268.0,268ª Emissão de CRI,2023-12-15,CRI
12.130.744/0001-00,BRAPCSCRIM08,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,265.0,265ª Emissão de CRI,2024-01-20,CRI
12.130.744/0001-00,BRAPCSCRIM24,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,185.0,185ª Emissão de CRI,2023-12-08,CRI
12.130.744/0001-00,BRAPCSCRIM32,True Securitização S.A,Créditos,CCI - Financiamento Imobiliário,120.0,120ª Emissão,2023-12-20,CRI
12.130.744/0001-00,BRAPCSCRIM81,True Securitizadora S.A.,Créditos,CCI - CCI,267.0,267ª Emissão de CRI,2023-12-28,CRI
12.130.744/0001-00,BRAPCSCRIMB3,True Securitizadora S.A.,Créditos,CCI - CCI,238.0,238ª Emissão de CRI,2023-12-12,CRI
12.130.744/0001-00,BRAPCSCRIMC1,True Securitizadora S.A.,Título de Dívida,CCI - CCI,237.0,237ª Emissão de CRI,2024-03-06,CRI
12.130.744/0001-00,BRAPCSCRIME7,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,264.0,264ª Emissão de CRI,2023-11-20,CRI
12.130.744/0001-00,BRAPCSCRIMH0,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,272.0,272ª Emissão de CRI,2023-12-26,CRI
12.130.744/0001-00,BRAPCSCRIMJ6,True Securitizadora S.A.,Créditos,CCI - Outros,274.0,274ª Emissão de CRI,2023-12-27,CRI
12.130.744/0001-00,BRAPCSCRIMM0,True Securitizadora S.A.,Créditos,CCI - Financiamento Imobiliário,276.0,276ª Emissão de CRI,2023-12-26,CRI
12.130.744/0001-00,BRAPCSCRIMT5,True Securitizadora S.A.,Créditos,CCI - Locação / Arrendamento / Superfície,277.0,277ª Emissão de CRI,2023-12-29,CRI
12.130.744/0001-00,BRAPCSCRIMU3,True Securitizadora S.A.,Título de Dívida,CCI - Locação / Arrendamento / Superfície,278.0,278ª Emissão de CRI,2024-01-15,CRI
12.130.744/0001-00,BRAPCSCRIMW9,True Securitizadora S.A.,Título de Dívida,Nota Comercial,282.0,282ª Emissão de CRI,2024-05-15,CRI
