CNPJ_Emissora,Codigo_Identificacao_Certificado,Companhia_Emissora,Tipo_Lastro,Detalhamento_Lastro,Numero_Emissao,Nome_Emissao,Data_Emissao,_tipo_certificado
02.773.542/0001-22,BRRBRACRI6I3,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 247ª Série da 1ª Emissão e Subordinada | 248ª Série da 1ª Emissão,2019-12-18,CRI
02.773.542/0001-22,BRRBRACRI6K9,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 259ª Série da 1ª Emissão e Subordinada | 260ª Série da 1ª Emissão,2019-12-18,CRI
02.773.542/0001-22,BRRBRACRI6M5,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 218ª Série da 1ª Emissão,2019-12-20,CRI
02.773.542/0001-22,BRRBRACRI6N3,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 254ª Série da 1ª Emissão,2020-01-24,CRI
02.773.542/0001-22,BRRBRACRI6O1,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 265ª Série da 1ª Emissão,2020-06-03,CRI
02.773.542/0001-22,BRRBRACRI6P8,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 252ª Série da 1ª Emissão,2020-01-27,CRI
02.773.542/0001-22,BRRBRACRI6R4,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 261ª Série da 1ª Emissão,2020-01-30,CRI
02.773.542/0001-22,BRRBRACRI6S2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 268ª Série da 1ª Emissão,2020-01-30,CRI
02.773.542/0001-22,BRRBRACRI6U8,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 266ª Série da 1ª Emissão, Sênior | 541ª Série da 1ª Emissão e Sênior | 546ª Série da 1ª Emissão",2020-03-03,CRI
02.773.542/0001-22,BRRBRACRI6X2,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,"Sênior | 276ª Série da 1ª Emissão, Mezanino | 277ª Série da 1ª Emissão e Subordinada | 278ª Série da 1ª Emissão",2020-03-30,CRI
02.773.542/0001-22,BRRBRACRI705,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 227ª Série da 1ª Emissão,2020-06-15,CRI
02.773.542/0001-22,BRRBRACRI721,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 282ª Série da 1ª Emissão,2020-07-29,CRI
02.773.542/0001-22,BRRBRACRI739,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 283ª Série da 1ª Emissão,2020-07-23,CRI
02.773.542/0001-22,BRRBRACRI747,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 285ª Série da 1ª Emissão,2020-07-23,CRI
02.773.542/0001-22,BRRBRACRI770,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 281ª Série da 1ª Emissão,2020-08-20,CRI
02.773.542/0001-22,BRRBRACRI788,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 262ª Série da 1ª Emissão e Subordinada | 544ª Série da 1ª Emissão,2020-09-22,CRI
02.773.542/0001-22,BRRBRACRI796,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 245ª Série da 1ª Emissão e Subordinada | 269ª Série da 1ª Emissão,2020-09-24,CRI
02.773.542/0001-22,BRRBRACRI7A8,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 245ª Série da 1ª Emissão e Subordinada | 269ª Série da 1ª Emissão,2020-09-24,CRI
02.773.542/0001-22,BRRBRACRI7C4,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 295ª Série da 1ª Emissão,2020-11-05,CRI
02.773.542/0001-22,BRRBRACRI7D2,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 303ª Série da 1ª Emissão e Sênior | 304ª Série da 1ª Emissão,2020-10-29,CRI
02.773.542/0001-22,BRRBRACRI7E0,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 303ª Série da 1ª Emissão e Sênior | 304ª Série da 1ª Emissão,2020-10-29,CRI
02.773.542/0001-22,BRRBRACRI7F7,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 296ª Série da 1ª Emissão,2020-11-09,CRI
02.773.542/0001-22,BRRBRACRI7I1,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,"Sênior | 300ª Série da 1ª Emissão, Mezanino | 301ª Série da 1ª Emissão e Subordinada | 302ª Série da 1ª Emissão",2020-11-13,CRI
02.773.542/0001-22,BRRBRACRI7L5,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 313ª Série da 1ª Emissão,2020-12-29,CRI
02.773.542/0001-22,BRRBRACRI7M3,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 309ª Série da 1ª Emissão,2020-12-16,CRI
02.773.542/0001-22,BRRBRACRI7N1,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 297ª Série da 1ª Emissão,2020-12-11,CRI
02.773.542/0001-22,BRRBRACRI7O9,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 291ª Série da 1ª Emissão, Sênior | 292ª Série da 1ª Emissão, Sênior | 293ª Série da 1ª Emissão, Sênior | 314ª Série da 1ª Emissão e  Sênior | 315ª Série da 1ª Emissão",2020-12-15,CRI
02.773.542/0001-22,BRRBRACRI7O9,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 291ª Série da 1ª Emissão, Sênior | 292ª Série da 1ª Emissão, Sênior | 293ª Série da 1ª Emissão, Sênior | 314ª Série da 1ª Emissão e Sênior | 315ª Série da 1ª Emissão",2020-12-15,CRI
02.773.542/0001-22,BRRBRACRI7P6,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 291ª Série da 1ª Emissão, Sênior | 292ª Série da 1ª Emissão, Sênior | 293ª Série da 1ª Emissão, Sênior | 314ª Série da 1ª Emissão e Sênior | 315ª Série da 1ª Emissão",2020-12-15,CRI
02.773.542/0001-22,BRRBRACRI7Q4,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 291ª Série da 1ª Emissão, Sênior | 292ª Série da 1ª Emissão, Sênior | 293ª Série da 1ª Emissão, Sênior | 314ª Série da 1ª Emissão e Sênior | 315ª Série da 1ª Emissão",2020-12-15,CRI
02.773.542/0001-22,BRRBRACRI7R2,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 291ª Série da 1ª Emissão, Sênior | 292ª Série da 1ª Emissão, Sênior | 293ª Série da 1ª Emissão, Sênior | 314ª Série da 1ª Emissão e Sênior | 315ª Série da 1ª Emissão",2020-12-15,CRI
02.773.542/0001-22,BRRBRACRI7S0,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 291ª Série da 1ª Emissão, Sênior | 292ª Série da 1ª Emissão, Sênior | 293ª Série da 1ª Emissão, Sênior | 314ª Série da 1ª Emissão e Sênior | 315ª Série da 1ª Emissão",2020-12-15,CRI
02.773.542/0001-22,BRRBRACRI7V4,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 321ª Série da 1ª Emissão,2021-02-10,CRI
02.773.542/0001-22,BRRBRACRI7X0,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 325ª Série da 1ª Emissão,2021-02-15,CRI
02.773.542/0001-22,BRRBRACRI804,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 310ª Série da 1ª Emissão, Subordinada | 326ª Série da 1ª Emissão, Sênior | 327ª Série da 1ª Emissão e Subordinada | 328ª Série da 1ª Emissão",2021-03-09,CRI
02.773.542/0001-22,BRRBRACRI820,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 310ª Série da 1ª Emissão, Subordinada | 326ª Série da 1ª Emissão, Sênior | 327ª Série da 1ª Emissão e Subordinada | 328ª Série da 1ª Emissão",2021-03-09,CRI
02.773.542/0001-22,BRRBRACRI846,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 324ª Série da 1ª Emissão,2021-04-15,CRI
02.773.542/0001-22,BRRBRACRI853,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 330ª Série da 1ª Emissão,2021-03-25,CRI
02.773.542/0001-22,BRRBRACRI861,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 331ª Série da 1ª Emissão,2021-03-25,CRI
02.773.542/0001-22,BRRBRACRI887,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 316ª Série da 1ª Emissão,2021-04-15,CRI
02.773.542/0001-22,BRRBRACRI895,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 335ª Série da 1ª Emissão e Sênior | 542ª Série da 1ª Emissão,2021-04-15,CRI
02.773.542/0001-22,BRRBRACRI8A6,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 344ª Série da 1ª Emissão,2021-04-24,CRI
02.773.542/0001-22,BRRBRACRI8B4,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 346ª Série da 1ª Emissão,2021-05-03,CRI
02.773.542/0001-22,BRRBRACRI8H1,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 352ª Série da 1ª Emissão,2021-05-26,CRI
02.773.542/0001-22,BRRBRACRI8I9,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 339ª Série da 1ª Emissão e Sênior | 340ª Série da 1ª Emissão,2021-05-14,CRI
02.773.542/0001-22,BRRBRACRI8J7,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 339ª Série da 1ª Emissão e Sênior | 340ª Série da 1ª Emissão,2021-05-14,CRI
02.773.542/0001-22,BRRBRACRI8K5,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 354ª Série da 1ª Emissão,2021-06-18,CRI
02.773.542/0001-22,BRRBRACRI8N9,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 336ª Série da 1ª Emissão,2021-07-02,CRI
02.773.542/0001-22,BRRBRACRI8R0,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 365ª Série da 1ª Emissão e Sênior | 366ª Série da 1ª Emissão,2021-06-24,CRI
02.773.542/0001-22,BRRBRACRI8S8,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 365ª Série da 1ª Emissão e Sênior | 366ª Série da 1ª Emissão,2021-06-24,CRI
02.773.542/0001-22,BRRBRACRI8T6,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 358ª Série da 1ª Emissão e Sênior | 359ª Série da 1ª Emissão,2021-06-19,CRI
02.773.542/0001-22,BRRBRACRI8X8,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 371ª Série da 1ª Emissão,2021-07-27,CRI
02.773.542/0001-22,BRRBRACRI8Y6,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 370ª Série da 1ª Emissão,2021-07-15,CRI
02.773.542/0001-22,BRRBRACRI8Z3,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 385ª Série da 1ª Emissão,2021-08-24,CRI
02.773.542/0001-22,BRRBRACRI937,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 374ª Série da 1ª Emissão e Sênior | 381ª Série da 1ª Emissão,2021-08-06,CRI
02.773.542/0001-22,BRRBRACRI952,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 386ª Série da 1ª Emissão,2021-08-24,CRI
02.773.542/0001-22,BRRBRACRI960,Opea Securtizadora,Título de Dívida,Debênture,1.0,"Sênior | 360ª Série da 1ª Emissão, Mezanino | 361ª Série da 1ª Emissão, Mezanino | 398ª Série da 1ª Emissão e Subordinada | 399ª Série da 1ª Emissão",2021-08-26,CRI
02.773.542/0001-22,BRRBRACRI9A4,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 378ª Série da 1ª Emissão e Subordinada | 379ª Série da 1ª Emissão,2021-09-03,CRI
02.773.542/0001-22,BRRBRACRI9G1,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 390ª Série da 1ª Emissão,2021-09-23,CRI
02.773.542/0001-22,BRRBRACRI9H9,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 391ª Série da 1ª Emissão,2021-09-23,CRI
02.773.542/0001-22,BRRBRACRI9P2,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 375ª Série da 1ª Emissão e Sênior | 404ª Série da 1ª Emissão,2021-09-21,CRI
02.773.542/0001-22,BRRBRACRI9S6,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 376ª Série da 1ª Emissão e Sênior | 401ª Série da 1ª Emissão,2021-09-24,CRI
02.773.542/0001-22,BRRBRACRI9U2,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 414ª Série da 1ª Emissão,2021-09-24,CRI
02.773.542/0001-22,BRRBRACRI9V0,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 396ª Série da 1ª Emissão,2021-11-15,CRI
02.773.542/0001-22,BRRBRACRI9W8,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 397ª Série da 1ª Emissão,2021-11-15,CRI
02.773.542/0001-22,BRRBRACRIA28,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 402ª Série da 1ª Emissão,2021-10-15,CRI
02.773.542/0001-22,BRRBRACRIA36,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 429ª Série da 1ª Emissão,2021-11-09,CRI
02.773.542/0001-22,BRRBRACRIA77,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 435ª Série da 1ª Emissão,2021-11-10,CRI
02.773.542/0001-22,BRRBRACRIA85,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 428ª Série da 1ª Emissão,2021-11-24,CRI
02.773.542/0001-22,BRRBRACRIA93,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 406ª Série da 1ª Emissão,2021-12-09,CRI
02.773.542/0001-22,BRRBRACRIAB8,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 403ª Série da 1ª Emissão,2021-12-03,CRI
02.773.542/0001-22,BRRBRACRIAD4,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 430ª Série da 1ª Emissão,2021-12-16,CRI
02.773.542/0001-22,BRRBRACRIAE2,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 422ª Série da 1ª Emissão,2021-12-15,CRI
02.773.542/0001-22,BRRBRACRIAF9,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 456ª Série da 1ª Emissão,2021-12-02,CRI
02.773.542/0001-22,BRRBRACRIAG7,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 466ª Série da 1ª Emissão,2021-12-16,CRI
02.773.542/0001-22,BRRBRACRIAH5,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 400ª Série da 1ª Emissão,2021-12-03,CRI
02.773.542/0001-22,BRRBRACRIAI3,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 453ª Série da 1ª Emissão,2021-12-03,CRI
02.773.542/0001-22,BRRBRACRIAJ1,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 454ª Série da 1ª Emissão,2021-12-03,CRI
02.773.542/0001-22,BRRBRACRIAK9,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 455ª Série da 1ª Emissão,2021-12-03,CRI
02.773.542/0001-22,BRRBRACRIAL7,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 471ª Série da 1ª Emissão,2022-01-03,CRI
02.773.542/0001-22,BRRBRACRIAN3,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 468ª Série da 1ª Emissão e Sênior | 470ª Série da 1ª Emissão,2021-12-16,CRI
02.773.542/0001-22,BRRBRACRIAP8,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 457ª Série da 1ª Emissão, Sênior | 458ª Série da 1ª Emissão, Sênior | 459ª Série da 1ª Emissão, Sênior | 460ª Série da 1ª Emissão,Sênior | 461ª Série da 1ª Emissão e Sênior | 462ª Série da 1ª Emissão",2021-12-21,CRI
02.773.542/0001-22,BRRBRACRIAP8,Opea Securtizadora,Créditos,CCB,1.0,"Sênior | 457ª Série da 1ª Emissão, Sênior | 458ª Série da 1ª Emissão, Sênior | 459ª Série da 1ª Emissão, Sênior | 460ª Série da 1ª Emissão, Sênior | 461ª Série da 1ª Emissão e Sênior | 462ª Série da 1ª Emissão",2021-12-21,CRI
02.773.542/0001-22,BRRBRACRIAV6,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 469ª Série da 1ª Emissão,2022-01-07,CRI
02.773.542/0001-22,BRRBRACRIAW4,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 472ª Série da 1ª Emissão,2022-01-12,CRI
02.773.542/0001-22,BRRBRACRIAX2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 423ª Série da 1ª Emissão,2022-01-20,CRI
02.773.542/0001-22,BRRBRACRIAY0,Opea Securtizadora,Título de Dívida,Nota Comercial,1.0,Sênior | 441ª Série da 1ª Emissão e Sênior | 442ª Série da 1ª Emissão,2022-01-21,CRI
02.773.542/0001-22,BRRBRACRIB01,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 464ª Série da 1ª Emissão,2022-01-21,CRI
02.773.542/0001-22,BRRBRACRIB19,Opea Securtizadora,Título de Dívida,Debênture,463.0,Sênior | 463ª Série da 1ª Emissão,2022-04-23,CRI
02.773.542/0001-22,BRRBRACRIB50,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 477ª Série da 1ª Emissão,2022-02-25,CRI
02.773.542/0001-22,BRRBRACRIB68,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,"Sênior | 432ª Série da 1ª Emissão, Mezanino | 433ª Série da 1ª Emissão e Subordinada | 434ª Série da 1ª Emissão",2022-04-20,CRI
02.773.542/0001-22,BRRBRACRIB92,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 478ª Série da 1ª Emissão,2022-02-25,CRI
02.773.542/0001-22,BRRBRACRIBA8,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 451ª Série da 1ª Emissão e Sênior | 545ª Série da 1ª Emissão,2022-03-03,CRI
02.773.542/0001-22,BRRBRACRIBC4,Opea Securtizadora,Título de Dívida,Nota Comercial,1.0,Sênior | 492ª Série da 1ª Emissão e Subordinada | 496ª Série da 1ª Emissão,2022-03-23,CRI
02.773.542/0001-22,BRRBRACRIBD2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 465ª Série da 1ª Emissão,2022-03-31,CRI
02.773.542/0001-22,BRRBRACRIBE0,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 499ª Série da 1ª Emissão e Subordinada | 501ª Série da 1ª Emissão,2022-03-24,CRI
02.773.542/0001-22,BRRBRACRIBG5,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 484ª Série da 1ª Emissão,2022-03-25,CRI
02.773.542/0001-22,BRRBRACRIBH3,Opea Securtizadora,Título de Dívida,Nota Comercial,1.0,Sênior | 479ª Série da 1ª Emissão,2022-03-24,CRI
02.773.542/0001-22,BRRBRACRIBI1,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 482ª Série da 1ª Emissão,2022-03-28,CRI
02.773.542/0001-22,BRRBRACRIBJ9,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 510ª Série da 1ª Emissão e Sênior | 511ª Série da 1ª Emissão,2022-04-05,CRI
02.773.542/0001-22,BRRBRACRIBU6,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 489ª Série da 1ª Emissão,2022-04-25,CRI
02.773.542/0001-22,BRRBRACRIBV4,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 490ª Série da 1ª Emissão,2022-04-25,CRI
02.773.542/0001-22,BRRBRACRIBW2,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 491ª Série da 1ª Emissão,2022-04-25,CRI
02.773.542/0001-22,BRRBRACRIBX0,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 508ª Série da 1ª Emissão e Sênior | 509ª Série da 1ª Emissão,2022-04-25,CRI
02.773.542/0001-22,BRRBRACRIBZ5,Opea Securtizadora,Título de Dívida,Nota Comercial,1.0,Sênior | 424ª Série da 1ª Emissão,2022-04-15,CRI
02.773.542/0001-22,BRRBRACRIC00,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,"Sênior | 513ª Série da 1ª Emissão, Sênior | 514ª Série da 1ª Emissão, Sênior | 515ª Série da 1ª Emissão, Sênior | 516ª Série da 1ª Emissão, Sênior | 517ª Série da 1ª Emissão, Sênior | 518ª Série da 1ª Emissão, Sênior | 519ª Série da 1ª Emissão, Sênior | 5",2022-04-12,CRI
02.773.542/0001-22,BRRBRACRIC26,Opea Securtizadora,Título de Dívida,Nota Comercial,1.0,Sênior | 495ª Série da 1ª Emissão,2022-04-22,CRI
02.773.542/0001-22,BRRBRACRIC34,Opea Securtizadora,Título de Dívida,Debênture,5.0,Sênior | 1ª Série da 5ª Emissão,2022-05-11,CRI
02.773.542/0001-22,BRRBRACRIC42,Opea Securtizadora,Título de Dívida,Nota Comercial,2.0,Sênior | 1ª Série da 2ª Emissão,2022-05-13,CRI
02.773.542/0001-22,BRRBRACRIC59,Opea Securtizadora,Créditos,CCB,16.0,Sênior | 1ª Série da 16ª Emissão e Sênior | 2ª Série da 16ª Emissão,2022-04-29,CRI
02.773.542/0001-22,BRRBRACRIC75,Opea Securtizadora,Créditos,Financiamento Imobiliário,11.0,"Sênior | 1ª Série da 11ª Emissão, Subordinada | 2ª Série da 11ª Emissão, Sênior | 3ª Série da 11ª Emissão, Subordinada | 4ª Série da 11ª Emissão, Sênior | 5ª Série da 11ª Emissão, Subordinada | 6ª Série da 11ª Emissão, Sênior | 7ª Série da 11ª Emissão e S",2022-05-24,CRI
02.773.542/0001-22,BRRBRACRIC91,Opea Securtizadora,Título de Dívida,Debênture,7.0,"Sênior | 1ª Série da 7ª Emissão, Sênior | 2ª Série da 7ª Emissão e Sênior | 3ª Série da 7ª Emissão",2022-05-31,CRI
02.773.542/0001-22,BRRBRACRICC2,Opea Securtizadora,Créditos,Compra e Venda,24.0,"Sênior | 1ª Série da 24ª Emissão, Sênior | 2ª Série da 24ª Emissão, Sênior | 3ª Série da 24ª Emissão e Sênior | 4ª Série da 24ª Emissão",2022-06-09,CRI
02.773.542/0001-22,BRRBRACRICF5,Opea Securtizadora,Título de Dívida,Nota Comercial,27.0,"Sênior | 1ª Série da 27ª Emissão, Mezanino | 2ª Série da 27ª Emissão e Subordinada | 3ª Série da 27ª Emissão",2022-06-15,CRI
02.773.542/0001-22,BRRBRACRICI9,Opea Securtizadora,Título de Dívida,Debênture,20.0,"Sênior | 1ª Série da 20ª Emissão, Sênior | 2ª Série da 20ª Emissão e Sênior | 3ª Série da 20ª Emissão",2022-07-15,CRI
02.773.542/0001-22,BRRBRACRICL3,Opea Securtizadora,Créditos,Financiamento Imobiliário,12.0,Sênior | 1ª Série da 12ª Emissão,2022-06-20,CRI
02.773.542/0001-22,BRRBRACRICM1,Opea Securtizadora,Título de Dívida,Debênture,10.0,Sênior | 1ª Série da 10ª Emissão e Sênior | 2ª Série da 10ª Emissão,2022-06-24,CRI
02.773.542/0001-22,BRRBRACRICO7,Opea Securtizadora,Título de Dívida,Debênture,9.0,Sênior | 1ª Série da 9ª Emissão e Sênior | 2ª Série da 9ª Emissão,2022-06-24,CRI
02.773.542/0001-22,BRRBRACRICQ2,Opea Securtizadora,Créditos,CCB,44.0,Sênior | 1ª Série da 44ª Emissão,2022-06-22,CRI
02.773.542/0001-22,BRRBRACRICR0,Opea Securtizadora,Título de Dívida,Debênture,33.0,"Sênior | 1ª Série da 33ª Emissão, Sênior | 2ª Série da 33ª Emissão, Sênior | 3ª Série da 33ª Emissão, Sênior | 4ª Série da 33ª Emissão, Sênior | 5ª Série da 33ª Emissão e Sênior | 6ª Série da 33ª Emissão",2022-06-24,CRI
02.773.542/0001-22,BRRBRACRICX8,Opea Securtizadora,Créditos,Compra e Venda,29.0,Sênior | 1ª Série da 29ª Emissão,2022-06-22,CRI
02.773.542/0001-22,BRRBRACRICY6,Opea Securtizadora,Créditos,Financiamento Imobiliário,32.0,Sênior | 1ª Série da 32ª Emissão,2022-06-24,CRI
02.773.542/0001-22,BRRBRACRICZ3,Opea Securtizadora,Créditos,Financiamento Imobiliário,19.0,Sênior | 1ª Série da 19ª Emissão,2022-07-15,CRI
